"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol","Perubahan%"
"2018-03-29",1384.90,1384.30,1384.30,1384.10,0.00K,-0.21
"2018-04-02",1404.70,1404.70,1404.70,1404.70,0.01K,1.43
"2018-04-03",1395.40,1392.00,1392.00,1392.00,0.01K,-0.66
"2018-04-04",1398.60,1398.60,1398.60,1398.60,0.01K,0.23
"2018-04-05",1387.00,1387.00,1387.00,1387.00,0.04K,-0.83
"2018-04-06",1394.80,1394.00,1394.20,1393.60,0.00K,0.56
"2018-04-09",1398.50,1398.80,1398.80,1398.80,0.00K,0.27
"2018-04-10",1404.40,1404.40,1404.40,1404.40,0.06K,0.42
"2018-04-11",1418.90,1418.90,1418.90,1418.90,0.06K,1.03
"2018-04-12",1400.30,1400.30,1400.30,1400.30,0.06K,-1.31
"2018-04-13",1406.60,1406.60,1406.60,1406.60,0.05K,0.45
"2018-04-16",1409.30,1409.30,1409.30,1409.30,0.02K,0.19
"2018-04-17",1408.00,1410.70,1410.70,1410.70,0.26K,-0.09
"2018-04-18",1412.20,1412.20,1412.20,1412.20,0.00K,0.3
"2018-04-19",1407.50,1405.60,1405.80,1405.60,0.00K,-0.33
"2018-04-20",1396.90,1402.80,1402.80,1396.50,0.22K,-0.75
"2018-04-23",1382.70,1395.10,1395.10,1383.60,0.01K,-1.02
"2018-04-24",1391.80,1384.60,1393.00,1384.60,0.01K,0.66
"2018-04-25",1381.60,1383.40,1383.40,1383.40,0.00K,-0.73
"2018-04-26",1376.70,1378.80,1378.80,1378.80,0.01K,-0.35
"2018-04-27",1382.30,1382.30,1382.30,1382.30,0.01K,0.41
"2018-04-30",1377.80,1380.00,1380.00,1380.00,0.01K,-0.33
"2018-05-01",1365.10,1370.00,1370.00,1365.20,0.17K,-0.92
"2018-05-02",1364.00,1370.00,1370.00,1364.00,0.04K,-0.08
"2018-05-03",1371.10,1370.00,1374.20,1370.00,0.01K,0.52
"2018-05-04",1373.40,1370.00,1373.60,1370.00,0.04K,0.17
"2018-05-07",1372.90,1376.20,1377.20,1369.60,0.02K,-0.04
"2018-05-08",1372.50,1365.50,1365.50,1365.50,0.00K,-0.03
"2018-05-09",1371.70,1374.10,1375.10,1370.40,0.15K,-0.06
"2018-05-10",1380.80,1373.20,1376.70,1372.70,0.29K,0.66
"2018-05-11",1379.10,1379.10,1379.10,1379.10,0.20K,-0.12
"2018-05-14",1376.60,1376.60,1376.60,1376.60,0.11K,-0.18
"2018-05-15",1348.50,1366.30,1366.30,1349.00,0.03K,-2.04
"2018-05-16",1350.10,1352.80,1352.80,1347.00,0.03K,0.12
"2018-05-17",1347.90,1351.10,1351.10,1347.00,0.01K,-0.16
"2018-05-18",1349.20,1344.40,1349.00,1344.40,0.02K,0.1
"2018-05-21",1349.00,1342.00,1345.10,1342.00,0.00K,-0.01
"2018-05-22",1350.00,1350.00,1350.00,1350.00,0.01K,0.07
"2018-05-23",1347.40,1347.00,1347.00,1347.00,0.05K,-0.19
"2018-05-24",1362.40,1362.40,1362.40,1362.40,0.02K,1.11
"2018-05-25",1361.40,1360.20,1361.80,1360.20,0.12K,-0.07
"2018-05-27",1298.30,1299.80,1299.90,1296.10,0,-4.63
"2018-05-28",1297.60,1298.40,1299.70,1294.70,0,-0.05
"2018-05-29",1354.60,1361.50,1362.40,1353.00,0.67K,4.39
"2018-05-30",1357.60,1355.00,1356.40,1355.00,0.68K,0.22
"2018-05-31",1355.90,1357.40,1357.40,1355.30,0.22K,-0.13
"2018-06-01",1350.90,1350.90,1350.90,1350.90,0.20K,-0.37
"2018-06-04",1349.40,1349.40,1349.40,1349.40,0.06K,-0.11
"2018-06-05",1354.10,1349.50,1355.10,1349.50,0.28K,0.35
"2018-06-06",1353.50,1356.60,1356.60,1352.40,0.53K,-0.04
"2018-06-07",1354.40,1354.40,1355.20,1354.20,0.31K,0.07
"2018-06-08",1354.40,1355.30,1355.30,1355.30,0.04K,0
"2018-06-11",1355.50,1356.30,1356.30,1356.30,0.00K,0.08
"2018-06-12",1351.80,1353.50,1353.50,1353.50,0.00K,-0.27
"2018-06-13",1353.50,1353.50,1353.50,1353.50,0.05K,0.13
"2018-06-14",1360.60,1360.60,1360.60,1360.60,0.05K,0.52
"2018-06-15",1329.30,1342.70,1342.70,1342.70,0.06K,-2.3
"2018-06-18",1331.10,1331.90,1331.90,1331.90,0.10K,0.14
"2018-06-19",1329.20,1327.90,1327.90,1327.90,0.36K,-0.14
"2018-06-20",1325.30,1328.10,1328.10,1323.00,0.22K,-0.29
"2018-06-21",1321.00,1315.10,1321.50,1315.10,0.05K,-0.32
"2018-06-22",1321.30,1320.50,1320.50,1320.00,0.02K,0.02
"2018-06-25",1319.20,1320.20,1320.20,1317.20,0.08K,-0.16
"2018-06-26",1309.60,1314.00,1314.00,1309.40,0.02K,-0.73
"2018-06-27",1305.70,1307.80,1307.80,1304.50,0.04K,-0.3
"2018-06-28",1300.20,1301.10,1301.10,1301.10,0.14K,-0.42
"2018-06-29",1303.90,1302.00,1304.10,1299.50,0.01K,0.28
"2018-07-02",1289.90,1300.00,1300.00,1300.00,0.17K,-1.07
"2018-07-03",1302.40,1288.50,1305.10,1288.50,0.18K,0.97
"2018-07-04",1258.10,1256.20,1262.40,1255.30,0,-3.4
"2018-07-05",1307.60,1307.90,1307.90,1305.40,0.03K,3.93
"2018-07-06",1304.80,1305.50,1305.50,1305.50,0.00K,-0.21
"2018-07-09",1309.00,1303.50,1313.50,1303.50,0.03K,0.32
"2018-07-10",1305.10,1310.10,1310.10,1304.10,0.43K,-0.3
"2018-07-11",1293.30,1290.70,1290.70,1290.70,0.14K,-0.9
"2018-07-12",1295.40,1292.40,1295.40,1291.50,0.04K,0.16
"2018-07-13",1289.70,1290.00,1290.10,1287.90,0.13K,-0.44
"2018-07-16",1288.20,1289.90,1289.90,1288.90,0.01K,-0.12
"2018-07-17",1275.30,1288.30,1292.40,1276.10,0.34K,-1
"2018-07-18",1275.70,1271.10,1272.10,1268.90,0.26K,0.03
"2018-07-19",1271.10,1265.90,1265.90,1262.90,0.34K,-0.36
"2018-07-20",1277.50,1264.60,1278.00,1264.60,0.15K,0.5
"2018-07-23",1271.40,1278.50,1278.50,1270.30,0.26K,-0.48
"2018-07-24",1271.50,1270.00,1272.00,1265.90,0.10K,0.01
"2018-07-25",1277.40,1275.80,1278.50,1275.00,0.06K,0.46
"2018-07-26",1271.80,1271.80,1271.80,1271.80,0.06K,-0.44
"2018-07-27",1269.30,1265.10,1270.10,1265.10,0.02K,-0.2
"2018-07-30",1268.00,1268.30,1268.30,1268.30,0.07K,-0.1
"2018-07-31",1270.10,1268.10,1272.00,1260.00,0.04K,0.17
"2018-08-01",1264.30,1263.40,1263.40,1261.90,0.05K,-0.46
"2018-08-02",1256.50,1262.80,1263.40,1253.50,0.09K,-0.62
"2018-08-03",1259.70,1249.50,1264.50,1249.50,0.03K,0.25
"2018-08-06",1254.10,1260.10,1260.10,1254.00,0.01K,-0.44
"2018-08-07",1254.70,1257.50,1259.60,1255.50,0.01K,0.05
"2018-08-08",1257.30,1256.80,1256.80,1256.80,0.00K,0.21
"2018-08-09",1256.30,1256.30,1256.30,1256.30,0.12K,-0.08
"2018-08-10",1255.10,1251.00,1260.00,1251.00,0.10K,-0.1
"2018-08-13",1234.60,1251.50,1251.50,1236.20,0.19K,-1.63
"2018-08-14",1236.40,1236.70,1237.60,1236.40,0.06K,0.15
"2018-08-15",1220.20,1230.00,1230.20,1217.10,0.04K,-1.31
"2018-08-16",1219.20,1211.10,1223.10,1208.60,0.30K,-0.08
"2018-08-17",1219.30,1214.30,1226.00,1214.30,0.02K,0.01
"2018-08-20",1229.60,1227.90,1231.60,1227.30,0.14K,0.84
"2018-08-21",1234.90,1236.00,1237.30,1231.60,0.03K,0.43
"2018-08-22",1238.20,1239.20,1239.20,1237.40,0.04K,0.27
"2018-08-23",1228.40,1229.30,1233.40,1228.00,0.07K,-0.79
"2018-08-24",1248.20,1228.60,1249.20,1228.60,0.03K,1.61
"2018-08-27",1251.20,1245.20,1252.90,1245.20,0.00K,0.24
"2018-08-28",1249.60,1247.90,1247.90,1242.50,0.01K,-0.13
"2018-08-29",1246.50,1242.80,1246.80,1242.80,0.10K,-0.25
"2018-08-30",1239.50,1243.00,1243.30,1237.40,0.43K,-0.56
"2018-08-31",1241.10,1243.80,1247.90,1241.60,0.02K,0.13
"2018-09-02",1204.90,1206.20,1206.60,1204.50,0,-2.92
"2018-09-03",1206.30,1204.90,1209.60,1201.30,0,0.12
"2018-09-04",1233.60,1241.00,1243.20,1230.30,0.11K,2.26
"2018-09-05",1236.00,1234.40,1237.30,1233.70,0.11K,0.19
"2018-09-06",1239.10,1242.50,1246.50,1237.80,0.55K,0.25
"2018-09-07",1235.50,1240.60,1241.50,1235.80,0.47K,-0.29
"2018-09-10",1235.00,1233.70,1237.20,1233.50,0.05K,-0.04
"2018-09-11",1237.60,1234.80,1239.50,1230.00,0.16K,0.21
"2018-09-12",1246.60,1238.00,1247.00,1235.70,0.40K,0.73
"2018-09-13",1243.80,1246.40,1252.50,1242.10,0.29K,-0.22
"2018-09-14",1236.60,1244.00,1247.70,1234.80,0.28K,-0.58
"2018-09-17",1241.20,1236.70,1244.70,1236.70,0.15K,0.37
"2018-09-18",1238.30,1238.20,1241.20,1238.20,0.24K,-0.23
"2018-09-19",1244.10,1240.00,1246.30,1240.00,0.08K,0.47
"2018-09-20",1247.00,1243.10,1248.20,1241.90,0.07K,0.23
"2018-09-21",1236.90,1249.70,1250.30,1231.90,0.04K,-0.81
"2018-09-24",1240.00,1237.70,1243.50,1237.70,0.01K,0.25
"2018-09-25",1240.80,1240.80,1240.80,1240.80,0.05K,0.06
"2018-09-26",1234.40,1239.70,1239.70,1231.00,0.66K,-0.52
"2018-09-27",1222.40,1236.10,1236.10,1221.80,1.30K,-0.97
"2018-09-28",1231.30,1222.90,1232.00,1220.70,0.18K,0.73
"2018-10-01",1227.00,1225.20,1228.80,1223.80,0.50K,-0.35
"2018-10-02",1242.70,1228.10,1247.30,1228.10,0.28K,1.28
"2018-10-03",1238.70,1245.20,1245.20,1237.90,0.18K,-0.32
"2018-10-04",1237.50,1239.00,1242.90,1239.00,0.61K,-0.1
"2018-10-05",1242.20,1238.10,1244.60,1238.10,0.10K,0.38
"2018-10-08",1224.90,1230.00,1230.00,1223.60,0.15K,-1.39
"2018-10-09",1227.80,1230.10,1231.30,1224.90,0.07K,0.24
"2018-10-10",1229.40,1228.80,1233.00,1227.00,0.12K,0.13
"2018-10-11",1264.00,1233.20,1265.70,1231.20,0.76K,2.81
"2018-10-12",1258.10,1259.40,1261.40,1256.70,0.17K,-0.47
"2018-10-15",1266.90,1258.90,1272.90,1258.90,0.19K,0.7
"2018-10-16",1267.30,1269.40,1269.40,1268.40,0.12K,0.03
"2018-10-17",1263.40,1260.40,1268.60,1260.40,0.30K,-0.31
"2018-10-18",1266.60,1262.70,1267.30,1261.30,0.04K,0.25
"2018-10-19",1265.30,1268.50,1268.50,1265.50,0.04K,-0.1
"2018-10-22",1261.30,1266.90,1266.90,1259.70,0.14K,-0.32
"2018-10-23",1273.50,1269.90,1276.40,1269.90,0.05K,0.97
"2018-10-24",1267.60,1271.80,1271.80,1269.50,0.34K,-0.46
"2018-10-25",1269.00,1276.50,1277.50,1267.70,0.48K,0.11
"2018-10-26",1272.30,1270.70,1281.30,1270.00,0.54K,0.26
"2018-10-29",1263.70,1272.20,1272.20,1263.90,0.26K,-0.68
"2018-10-30",1261.50,1263.70,1263.70,1257.40,0.13K,-0.17
"2018-10-31",1250.80,1260.40,1260.40,1250.00,0.96K,-0.85
"2018-11-01",1274.80,1255.30,1272.00,1255.30,0.20K,1.92
"2018-11-02",1269.90,1271.00,1273.90,1268.40,1.29K,-0.38
"2018-11-05",1269.00,1269.90,1270.80,1266.50,0.19K,-0.07
"2018-11-06",1263.00,1273.50,1273.50,1262.90,0.24K,-0.47
"2018-11-07",1265.40,1265.30,1273.00,1262.00,0.57K,0.19
"2018-11-08",1262.00,1262.70,1263.70,1258.00,0.46K,-0.27
"2018-11-09",1245.00,1252.70,1252.70,1243.90,0.46K,-1.35
"2018-11-12",1239.60,1243.40,1244.40,1237.70,0.61K,-0.43
"2018-11-13",1237.50,1239.70,1240.80,1232.50,1.37K,-0.17
"2018-11-14",1246.20,1234.20,1251.30,1234.00,0.33K,0.7
"2018-11-15",1251.70,1249.60,1252.30,1245.50,0.14K,0.44
"2018-11-16",1259.00,1253.30,1260.60,1253.30,0.22K,0.58
"2018-11-19",1261.60,1257.60,1261.00,1257.00,2.39K,0.21
"2018-11-20",1257.50,1261.90,1262.60,1258.20,0.37K,-0.32
"2018-11-21",1264.70,1261.30,1265.40,1260.60,0.34K,0.57
"2018-11-22",1228.00,1226.40,1229.70,1225.50,0,-2.9
"2018-11-23",1260.00,1265.20,1265.50,1257.80,0.64K,2.61
"2018-11-26",1259.70,1260.10,1263.90,1259.40,1.45K,-0.02
"2018-11-27",1250.40,1258.00,1260.00,1248.90,0.43K,-0.74
"2018-11-28",1260.20,1250.90,1261.30,1247.70,0.52K,0.78
"2018-11-29",1260.80,1261.10,1264.10,1259.00,0.17K,0.05
"2018-11-30",1256.50,1257.40,1257.70,1255.30,0.26K,-0.34
"2018-12-03",1270.20,1260.60,1271.00,1260.30,0.18K,1.09
"2018-12-04",1277.40,1271.00,1277.50,1271.00,0.27K,0.57
"2018-12-05",1273.40,1273.50,1273.50,1269.70,0.21K,-0.31
"2018-12-06",1274.30,1273.00,1279.20,1271.20,0.59K,0.07
"2018-12-07",1283.60,1273.60,1286.60,1273.50,0.53K,0.73
"2018-12-10",1280.00,1283.80,1283.80,1279.60,0.68K,-0.28
"2018-12-11",1278.10,1279.80,1285.00,1277.10,0.29K,-0.15
"2018-12-12",1281.00,1280.00,1282.60,1279.80,0.43K,0.23
"2018-12-13",1278.40,1281.20,1281.90,1276.90,0.16K,-0.2
"2018-12-14",1272.20,1277.10,1277.10,1267.50,0.34K,-0.48
"2018-12-17",1282.60,1271.40,1282.00,1270.20,0.44K,0.82
"2018-12-18",1284.00,1282.70,1284.60,1280.70,1.75K,0.11
"2018-12-19",1286.80,1283.90,1289.40,1276.10,0.25K,0.22
"2018-12-20",1298.60,1279.30,1300.00,1279.20,0.54K,0.92
"2018-12-21",1288.60,1295.50,1295.50,1287.90,0.43K,-0.77
"2018-12-24",1302.40,1292.50,1303.80,1292.50,0.16K,1.07
"2018-12-25",1270.75,1272.50,1274.55,1270.65,0,-2.43
"2018-12-26",1303.70,1299.00,1312.80,1298.70,0.26K,2.59
"2018-12-27",1311.90,1304.00,1312.30,1300.30,0.21K,0.63
"2018-12-28",1313.70,1311.00,1313.90,1309.20,0.62K,0.14
"2018-12-31",1312.50,1313.00,1317.10,1311.00,0.53K,-0.09
,,,,,,
,"Tertinggi:1532.40","Terendah:1069.20","Selisih:463.20","Rata-Rata:1303.57","Perubahan%:-4.01",
