"Tanggal","Terakhir"
"2018-01-24",1419.10
"2018-01-25",1425.90
"2018-01-26",1416.00
"2018-01-29",1403.60
"2018-01-30",1398.50
"2018-01-31",1401.70
"2018-02-01",1406.70
"2018-02-02",1396.20
"2018-02-05",1394.50
"2018-02-06",1387.00
"2018-02-07",1372.30
"2018-02-08",1376.40
"2018-02-09",1372.30
"2018-02-12",1383.10
"2018-02-13",1387.00
"2018-02-14",1415.10
"2018-02-15",1413.70
"2018-02-16",1415.00
"2018-02-18",1350.50
"2018-02-19",1347.80
"2018-02-20",1390.10
"2018-02-21",1392.30
"2018-02-22",1393.10
"2018-02-23",1390.70
"2018-02-26",1394.80
"2018-02-27",1381.30
"2018-02-28",1380.80
"2018-03-01",1367.60
"2018-03-02",1385.80
"2018-03-05",1382.10
"2018-03-06",1397.50
"2018-03-07",1389.50
"2018-03-08",1384.00
"2018-03-09",1386.90
"2018-03-12",1383.70
"2018-03-13",1390.30
"2018-03-14",1388.60
"2018-03-15",1380.60
"2018-03-16",1375.20
"2018-03-19",1380.60
"2018-03-20",1375.10
"2018-03-21",1385.50
"2018-03-22",1391.10
"2018-03-23",1413.90
"2018-03-26",1419.90
"2018-03-27",1406.70
"2018-03-28",1387.80
"2018-03-29",1384.90
"2018-04-02",1404.70
"2018-04-03",1395.40
"2018-04-04",1398.60
"2018-04-05",1387.00
"2018-04-06",1394.80
"2018-04-09",1398.50
"2018-04-10",1404.40
"2018-04-11",1418.90
"2018-04-12",1400.30
"2018-04-13",1406.60
"2018-04-16",1409.30
"2018-04-17",1408.00
"2018-04-18",1412.20
"2018-04-19",1407.50
"2018-04-20",1396.90
"2018-04-23",1382.70
"2018-04-24",1391.80
"2018-04-25",1381.60
"2018-04-26",1376.70
"2018-04-27",1382.30
"2018-04-30",1377.80
"2018-05-01",1365.10
"2018-05-02",1364.00
"2018-05-03",1371.10
"2018-05-04",1373.40
"2018-05-07",1372.90
"2018-05-08",1372.50
"2018-05-09",1371.70
"2018-05-10",1380.80
"2018-05-11",1379.10
"2018-05-14",1376.60
"2018-05-15",1348.50
"2018-05-16",1350.10
"2018-05-17",1347.90
"2018-05-18",1349.20
"2018-05-21",1349.00
"2018-05-22",1350.00
"2018-05-23",1347.40
"2018-05-24",1362.40
"2018-05-25",1361.40
"2018-05-27",1298.30
"2018-05-28",1297.60
"2018-05-29",1354.60
"2018-05-30",1357.60
"2018-05-31",1355.90
"2018-06-01",1350.90
"2018-06-04",1349.40
"2018-06-05",1354.10
"2018-06-06",1353.50
"2018-06-07",1354.40
"2018-06-08",1354.40
"2018-06-11",1355.50
"2018-06-12",1351.80
"2018-06-13",1353.50
"2018-06-14",1360.60
"2018-06-15",1329.30
"2018-06-18",1331.10
"2018-06-19",1329.20
"2018-06-20",1325.30
"2018-06-21",1321.00
"2018-06-22",1321.30
"2018-06-25",1319.20
"2018-06-26",1309.60
"2018-06-27",1305.70
"2018-06-28",1300.20
"2018-06-29",1303.90
"2018-07-02",1289.90
"2018-07-03",1302.40
"2018-07-04",1258.10
"2018-07-05",1307.60
"2018-07-06",1304.80
"2018-07-09",1309.00
"2018-07-10",1305.10
"2018-07-11",1293.30
"2018-07-12",1295.40
"2018-07-13",1289.70
"2018-07-16",1288.20
"2018-07-17",1275.30
"2018-07-18",1275.70
"2018-07-19",1271.10
"2018-07-20",1277.50
"2018-07-23",1271.40
"2018-07-24",1271.50
"2018-07-25",1277.40
"2018-07-26",1271.80
"2018-07-27",1269.30
"2018-07-30",1268.00
"2018-07-31",1270.10
"2018-08-01",1264.30
"2018-08-02",1256.50
"2018-08-03",1259.70
"2018-08-06",1254.10
"2018-08-07",1254.70
"2018-08-08",1257.30
"2018-08-09",1256.30
"2018-08-10",1255.10
"2018-08-13",1234.60
"2018-08-14",1236.40
"2018-08-15",1220.20
"2018-08-16",1219.20
"2018-08-17",1219.30
"2018-08-20",1229.60
"2018-08-21",1234.90
"2018-08-22",1238.20
"2018-08-23",1228.40
"2018-08-24",1248.20
"2018-08-27",1251.20
"2018-08-28",1249.60
"2018-08-29",1246.50
"2018-08-30",1239.50
"2018-08-31",1241.10
"2018-09-02",1204.90
"2018-09-03",1206.30
"2018-09-04",1233.60
"2018-09-05",1236.00
"2018-09-06",1239.10
"2018-09-07",1235.50
"2018-09-10",1235.00
"2018-09-11",1237.60
"2018-09-12",1246.60
"2018-09-13",1243.80
"2018-09-14",1236.60
"2018-09-17",1241.20
"2018-09-18",1238.30
"2018-09-19",1244.10
"2018-09-20",1247.00
"2018-09-21",1236.90
"2018-09-24",1240.00
"2018-09-25",1240.80
"2018-09-26",1234.40
"2018-09-27",1222.40
"2018-09-28",1231.30
"2018-10-01",1227.00
"2018-10-02",1242.70
"2018-10-03",1238.70
"2018-10-04",1237.50
"2018-10-05",1242.20
"2018-10-08",1224.90
"2018-10-09",1227.80
"2018-10-10",1229.40
"2018-10-11",1264.00
"2018-10-12",1258.10
"2018-10-15",1266.90
"2018-10-16",1267.30
"2018-10-17",1263.40
"2018-10-18",1266.60
"2018-10-19",1265.30
"2018-10-22",1261.30
"2018-10-23",1273.50
"2018-10-24",1267.60
"2018-10-25",1269.00
"2018-10-26",1272.30
"2018-10-29",1263.70
"2018-10-30",1261.50
"2018-10-31",1250.80
"2018-11-01",1274.80
"2018-11-02",1269.90
"2018-11-05",1269.00
"2018-11-06",1263.00
"2018-11-07",1265.40
"2018-11-08",1262.00
"2018-11-09",1245.00
"2018-11-12",1239.60
"2018-11-13",1237.50
"2018-11-14",1246.20
"2018-11-15",1251.70
"2018-11-16",1259.00
"2018-11-19",1261.60
"2018-11-20",1257.50
"2018-11-21",1264.70
"2018-11-22",1228.00
"2018-11-23",1260.00
"2018-11-26",1259.70
"2018-11-27",1250.40
"2018-11-28",1260.20
"2018-11-29",1260.80
"2018-11-30",1256.50
"2018-12-03",1270.20
"2018-12-04",1277.40
"2018-12-05",1273.40
"2018-12-06",1274.30
"2018-12-07",1283.60
"2018-12-10",1280.00
"2018-12-11",1278.10
"2018-12-12",1281.00
"2018-12-13",1278.40
"2018-12-14",1272.20
"2018-12-17",1282.60
"2018-12-18",1284.00
"2018-12-19",1286.80
"2018-12-20",1298.60
"2018-12-21",1288.60
"2018-12-24",1302.40
"2018-12-25",1270.75
"2018-12-26",1303.70
"2018-12-27",1311.90
"2018-12-28",1313.70
"2018-12-31",1312.50
